AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,timestamp
13,1.8,0.36,0.13,1.5,7.2,8.7,22,34,21,0,85,1.7,2,115,106,1.8,1.8,1389373200
13,1.8,0.34,0.12,1.3,5.9,7.2,24,30,25,0,86,1.6,1.9,110,107,1.5,1.6,1389376800
13,1.8,0.34,0.12,0.8,4.5,5.3,24,43,24,0,87,1.4,1.9,110,113,2,1.9,1389380400
13,1.8,0.34,0.12,0.8,5.7,6.5,22,37,23,0,87,1.4,1.9,105,99,1.9,2,1389384000
12,1.8,0.35,0.11,0.9,5.3,6.2,21,40,18,0,88,1.2,1.9,101,111,2.1,1.9,1389387600
12,1.8,0.38,0.12,1.1,6.5,7.6,16,23,20,0,86,1.1,1.9,100,100,2.1,2,1389391200
12,1.8,0.46,0.14,2,7.5,9.4,16,14,14,0,83,1.1,1.9,90,69,1.1,1.7,1389394800
15,1.8,0.95,0.41,26,24,50,6.3,18,7,0,73,2.9,2.2,20,345,0.6,0.4,1389398400
18,1.8,0.71,0.34,12,23,35,22,27,17,0,63,2.5,2.1,45,44,1.7,0.5,1389402000
20,1.8,0.4,0.16,2.7,13,15,47,53,31,0,56,3.6,1.9,316,316,1.8,1.3,1389405600
21,1.8,0.39,0.12,2.8,15,18,50,60,44,0,53,5.7,1.9,303,297,2.4,1.7,1389409200
21,1.8,0.42,0.15,2.2,15,17,65,74,43,0,60,4.1,2,303,314,3.3,2.6,1389412800
20,1.8,0.35,0.11,2.6,16,19,49,65,46,0,66,7.6,1.9,311,310,3.5,3.1,1389416400
19,1.8,0.3,0.09,3.4,17,21,42,72,36,0,71,7.3,1.8,312,315,3.2,2.3,1389420000
19,1.8,0.33,0.11,5,23,28,32,66,36,0,74,9.5,1.9,312,313,2.5,2.4,1389423600
19,1.8,0.37,0.16,3,20,23,36,70,29,0,74,6.5,1.9,310,294,2.7,2.1,1389427200
18,1.8,0.37,0.13,0.6,15,15,37,66,32,0,79,2.6,1.9,351,59,1.5,0.4,1389430800
17,1.8,0.44,0.16,0.9,20,21,24,69,33,0,83,1.8,1.9,52,55,1,0.7,1389434400
16,1.8,0.4,0.13,1.1,16,18,24,69,30,0,86,1.3,1.9,61,51,1.1,1.3,1389438000
16,1.8,0.57,0.23,2,18,20,16,58,40,0,85,1.9,2.1,139,129,0.9,0.7,1389441600
16,1.9,0.65,0.24,4.4,22,26,8.6,44,36,0,86,2.6,2.1,196,195,1.6,1,1389445200
16,1.9,0.77,0.34,7.2,30,37,3.9,48,46,0,88,5,2.2,197,174,1.9,1.4,1389448800
17,1.8,0.56,0.21,2.3,19,22,19,67,41,0,88,4.4,2,172,156,1.3,1.3,1389452400
17,1.8,0.5,0.19,1.8,16,17,29,87,48,0,87,4.1,2,176,179,1.7,1.6,1389456000
17,1.8,0.44,0.16,1.2,10,11,34,102,56,0,86,3.9,2,163,148,1.3,1,1389459600
17,1.8,0.43,0.16,0.6,9.4,10,36,108,62,0,85,2.6,2,214,212,1.5,1,1389463200
16,1.8,0.4,0.17,1.5,9.7,11,29,102,52,0,83,2.1,2,30,46,1,0.4,1389466800
16,1.8,0.33,0.12,1.2,7.7,8.9,30,78,40,0,81,1.5,1.9,88,103,2.9,1.7,1389470400
16,1.8,0.3,0.09,1.3,5.7,7,37,56,32,0,77,1.3,1.8,99,118,1.4,2.2,1389474000
15,1.8,0.36,0.13,1.3,9.6,11,26,45,37,0,77,1.2,1.9,44,47,1.9,0.5,1389477600
14,1.8,0.52,0.17,4.9,19,24,10,38,31,0,79,1.2,1.9,50,46,1.4,0.9,1389481200
15,1.8,0.59,0.19,12,18,30,12,31,34,0,74,1.5,2,42,41,1.6,0.6,1389484800
17,1.8,0.34,0.12,3,8.4,11,33,40,32,0,71,2.1,1.9,314,304,3.5,1.6,1389488400
17,1.8,0.28,0.09,3,8.2,11,33,58,33,0,71,1.5,1.9,301,291,4,1,1389492000
18,1.8,0.26,0.08,2.3,7.6,9.9,37,63,31,0,66,1.3,1.8,112,66,3.2,0.7,1389495600
19,1.7,0.23,0.06,2.2,7.3,9.6,38,53,21,0,62,1,1.8,83,68,3.3,1.5,1389499200
20,1.7,0.24,0.06,2,6.6,8.6,43,36,20,0,59,0.8,1.8,62,200,2.7,1.2,1389502800
20,1.7,0.24,0.06,1.9,6.9,8.8,43,35,19,0,60,0.9,1.8,96,115,2.9,0.5,1389506400
19,1.7,0.23,0.06,1.6,6.9,8.5,43,32,24,0,63,0.8,1.8,113,96,3.9,0.7,1389510000
18,1.7,0.25,0.06,1.6,8.8,10,35,41,25,0,71,0.7,1.8,117,115,2.9,1,1389513600
16,1.7,0.27,0.07,1.5,9.9,11,30,32,14,0,78,0.5,1.8,106,87,3,0.7,1389517200
15,1.7,0.28,0.08,1.4,9.7,11,29,34,16,0,81,0.2,1.8,169,181,2.8,0.1,1389520800
15,1.7,0.26,0.06,1.1,8,9.1,32,30,22,0,81,0.2,1.8,124,170,1.7,0.5,1389524400
15,1.7,0.26,0.06,1.1,7.4,8.5,32,34,23,0,80,0.1,1.8,84,169,2.3,0.3,1389528000
15,1.7,0.27,0.05,1.2,6.6,7.8,32,31,18,0,81,-0.1,1.8,93,98,2.2,1,1389531600
15,1.8,0.27,0.05,1.1,6.6,7.7,31,18,6,0,81,-0.1,1.8,78,72,2.1,0.8,1389535200
15,1.8,0.28,0.05,1.3,5.6,6.9,31,19,9,0,80,-0.2,1.8,58,27,1.5,1.2,1389538800
15,1.8,0.27,0.06,1.1,5.4,6.5,31,13,10,0,81,-0.3,1.8,30,350,1.4,0.3,1389542400
14,1.8,0.27,0.06,0.9,5.1,6,31,17,10,0,81,1.2,1.8,352,35,1.8,0.2,1389546000
14,1.8,0.26,0.04,1,5,6,32,20,10,0,83,1,1.8,93,92,2.9,0.7,1389549600
14,1.8,0.27,0.04,0.8,3.6,4.4,32,34,13,0,83,0.9,1.8,85,78,1.6,0.6,1389553200
14,1.8,0.3,0.05,0.5,3.9,4.3,33,38,18,0,82,0.9,1.8,72,73,2.1,0.4,1389556800
14,1.8,0.3,0.05,0.8,3.9,4.6,32,33,16,0,81,0.8,1.8,74,66,2.6,1,1389560400
13,1.8,0.33,0.07,0.5,5.6,6,30,25,7,0,81,0.8,1.8,69,69,1.6,0.4,1389564000
13,1.8,0.43,0.1,0.9,8,8.9,28,25,5,0,82,0.9,1.9,82,88,2.5,0.5,1389567600
14,1.8,0.39,0.08,1.2,7.5,8.7,30,26,2,0,79,0.9,1.9,76,67,2.3,1.1,1389571200
15,1.8,0.37,0.12,1.6,5.8,7.4,32,25,11,0,74,1,1.9,75,106,2.5,0.3,1389574800
16,1.8,0.38,0.11,2.3,6.9,9.2,33,30,8,0,70,1.2,1.9,74,199,3.3,0.7,1389578400
17,1.8,0.38,0.1,2.9,7.9,11,35,25,21,0,67,1.2,1.9,68,353,3.1,0.7,1389582000
18,1.8,0.4,0.13,2.9,8.9,12,40,33,17,0,63,1.6,1.9,97,92,3.5,0.7,1389585600
18,1.8,0.37,0.15,2.5,9.1,12,41,35,23,0,62,1.8,1.9,104,189,3,0.4,1389589200
17,1.8,0.35,0.13,1.9,9,11,39,53,18,0,65,1.5,1.9,91,88,3,1,1389592800
15,1.8,0.32,0.1,1.8,8.9,11,38,56,29,0,71,1.2,1.9,97,98,2.7,1.5,1389596400
15,1.8,0.37,0.13,1.2,10,12,36,61,38,0,74,1,1.9,93,41,2.5,0.7,1389600000
14,1.8,0.45,0.21,1.1,12,14,32,61,43,0,75,1,2,24,44,1.7,0.2,1389603600
14,1.8,0.42,0.18,0.8,12,13,30,55,44,0,76,0.9,2,75,89,2.4,0.5,1389607200
14,1.8,0.46,0.15,0.9,10,11,30,47,48,0,77,1,1.9,73,77,1.7,0.7,1389610800
14,1.8,0.46,0.14,0.6,11,11,29,42,47,0,77,0.9,1.9,69,64,2.1,1,1389614400
14,1.8,0.42,0.15,0.5,7.1,7.5,32,34,36,0,76,0.5,1.9,53,29,1.4,1.1,1389618000
14,1.8,0.45,0.14,0.6,8.7,9.3,28,34,25,0,78,0.6,1.9,55,55,1.8,0.8,1389621600
14,1.8,0.41,0.11,0.7,6.2,6.9,31,38,23,0,78,0.4,1.9,57,28,2.1,1.2,1389625200
13,1.8,0.43,0.13,0.6,6.3,6.8,26,41,29,0,80,0.2,1.9,54,66,1.8,0.8,1389628800
14,1.8,0.38,0.12,0.6,4.3,4.9,30,39,23,0,79,5.5,1.9,58,29,1.1,1,1389632400
14,1.8,0.39,0.1,0.5,3.7,4.2,29,26,21,0,80,5.6,1.9,59,57,1.7,1.1,1389636000
14,1.8,0.36,0.1,0.4,5,5.4,29,25,21,0,81,5.8,1.9,60,102,2.6,0.5,1389639600
14,1.8,0.27,0.06,0.6,6.4,7,32,36,30,0,85,6.3,1.8,87,81,2.4,1.4,1389643200
14,1.8,0.26,0.1,0.6,5.2,5.8,35,37,26,0,85,6,1.9,95,102,3.4,0.6,1389646800
13,1.8,0.26,0.06,0.9,5.3,6.2,37,40,26,0,84,6,1.8,84,97,2.3,1.4,1389650400
13,1.8,0.28,0.06,1,6.1,7.1,37,36,26,0,82,5.9,1.8,64,55,5.4,3.4,1389654000
14,1.8,0.26,0.05,1.3,4.5,5.8,37,38,23,0,77,5.6,1.8,59,55,4.2,3.9,1389657600
14,1.8,0.28,0.09,1.9,6.8,8.6,35,43,16,0,73,5.5,1.9,79,89,2.9,1.6,1389661200
15,1.8,0.28,0.07,1.7,5.6,7.3,37,36,4,0,71,1.4,1.8,61,66,3.7,3.8,1389664800
15,1.8,0.31,0.15,1.8,6.9,8.6,36,34,6,0,70,1.5,1.9,216,275,3.3,0.2,1389668400
14,1.8,0.31,0.11,2.1,7.6,9.7,37,32,6,0,72,1.3,1.9,98,298,3.1,0.7,1389672000
14,1.8,0.31,0.14,1.8,8.6,10,33,24,8,0,76,1,1.9,72,104,3.6,0.2,1389675600
13,1.8,0.3,0.14,1.7,8.3,10,33,25,10,0,77,0.9,1.9,92,86,3.3,1.4,1389679200
13,1.8,0.31,0.16,1.9,8.2,10,32,17,6,0,76,0.8,1.9,88,77,2.5,1,1389682800
13,1.8,0.3,0.11,1.4,7.7,9.1,33,24,4,0,75,0.9,1.9,110,96,3.8,1.1,1389686400
12,1.8,0.33,0.13,1,9.6,11,31,21,7,0,76,1.1,1.9,83,85,3.7,2.2,1389690000
12,1.8,0.33,0.11,0.6,10,11,30,27,14,0,77,1.1,1.9,91,77,2.5,1.4,1389693600
12,1.8,0.31,0.1,0.8,8.6,9.5,30,21,20,0,76,0.8,1.9,87,72,2.2,1.2,1389697200
12,1.8,0.31,0.13,1.1,7,8,30,27,17,0,76,0.6,1.9,77,75,2.2,1.3,1389700800
12,1.8,0.27,0.09,1,6.1,7.1,30,27,14,0,76,0.4,1.8,63,97,2,1.6,1389704400
12,1.8,0.27,0.08,0.8,6.1,6.9,29,25,13,0,78,0.5,1.8,56,53,2.1,1.4,1389708000
11,1.8,0.25,0.08,0.8,6.1,6.9,30,20,9,0,79,0.5,1.8,60,49,2.1,1.2,1389711600
11,1.7,0.2,0.07,0.8,3.2,4.1,36,17,9,0,75,0.2,1.8,70,70,1.8,1,1389715200
11,1.7,0.19,0.05,0.8,2.6,3.3,36,25,4,0,74,1.1,1.8,78,76,1.7,0.8,1389718800
11,1.7,0.19,0.06,0.9,2.4,3.3,35,19,8,0,75,1,1.8,74,80,2.1,0.9,1389722400
11,1.7,0.19,0.04,0.7,2.6,3.3,36,21,5,0,72,1,1.8,82,70,1.9,1,1389726000
11,1.7,0.19,0.05,0.5,2.2,2.6,38,19,14,0,66,0.9,1.8,63,71,1.6,1.8,1389729600
10,1.8,0.21,0.05,0.6,4,4.6,34,20,11,0,69,1.1,1.8,56,47,1.9,1.1,1389733200
11,1.7,0.21,0.04,0.4,4.4,4.8,36,21,13,0,67,1.3,1.8,54,57,2.5,2.4,1389736800
11,1.7,0.29,0.09,1.1,7.3,8.5,33,33,4,0,65,1,1.8,65,61,4.9,1.9,1389740400
12,1.7,0.2,0.04,1.2,3.3,4.5,38,41,9,0,54,0.8,1.8,58,51,2.5,2.8,1389744000
14,1.7,0.19,0.05,1.2,3.2,4.4,38,43,15,0,45,0.9,1.8,58,62,2.2,1.6,1389747600
16,1.7,0.18,0.08,1,3,4,39,37,23,0,40,2.3,1.8,353,307,2.5,0.7,1389751200
17,1.7,0.19,0.1,1.1,3.4,4.4,41,37,23,0,37,2,1.8,304,319,3,0.9,1389754800
18,1.7,0.2,0.07,1.1,3.5,4.6,43,35,18,0,39,1.1,1.8,306,312,3.3,1.9,1389758400
18,1.7,0.19,0.07,0.8,2.8,3.6,44,39,10,0,40,1,1.8,301,314,3.5,1.8,1389762000
18,1.7,0.19,0.07,0.8,3.5,4.3,44,38,4,0,40,0.8,1.8,320,30,1.7,0.7,1389765600
18,1.7,0.21,0.09,0.7,3.8,4.5,44,47,13,0,40,0.8,1.8,89,142,2.8,0.4,1389769200
17,1.7,0.25,0.12,1,6.7,7.7,40,51,14,0,45,1,1.9,78,75,1.8,0.8,1389772800
15,1.7,0.3,0.12,0.5,9.7,10,35,55,18,0,47,1.1,1.9,63,65,1.7,1.1,1389776400
14,1.8,0.45,0.28,0.4,17,17,24,56,20,0,55,2.8,2,54,50,1.1,1,1389780000
14,1.7,0.29,0.17,0.4,9.2,9.6,31,41,25,0,54,0.9,1.9,58,71,1.6,1.3,1389783600
13,1.7,0.34,0.2,0.4,13,13,25,48,24,0,58,1.1,1.9,55,63,1.7,1,1389787200
12,1.8,0.3,0.1,0.4,9.4,9.8,27,38,14,0,60,0.6,1.9,62,63,1.9,1,1389790800
13,1.7,0.22,0.05,0.5,4.6,5.1,33,39,15,0,59,0.3,1.8,73,102,1.1,1.7,1389794400
13,1.7,0.22,0.09,0.5,3.9,4.4,33,27,22,0,59,0.3,1.8,88,90,2.1,1.3,1389798000
13,1.7,0.24,0.07,0.5,4.8,5.2,27,17,24,0,64,0.3,1.8,98,120,1.1,0.8,1389801600
13,1.7,0.22,0.06,0.3,3.5,3.9,29,10,16,0,65,1.2,1.8,84,88,2.8,2,1389805200
14,1.7,0.21,0.05,0.3,2.7,3,32,5,7,0,64,1.2,1.8,97,80,1.2,2,1389808800
13,1.8,0.23,0.1,0.8,5,5.8,23,12,7,0,67,1.5,1.9,23,26,1.1,0.4,1389812400
12,1.8,0.25,0.13,0.9,5.9,6.8,20,12,6,0,69,1.6,1.9,38,39,1.2,0.9,1389816000
12,1.8,0.28,0.14,0.8,9,9.7,16,10,5,0,68,1.5,1.9,44,32,0.7,0.6,1389819600
12,1.8,0.32,0.17,1.1,14,16,12,10,2,0,65,1.5,1.9,48,48,1.4,0.7,1389823200
12,1.8,0.63,0.29,11,23,34,5.9,23,17,0,61,2,2.1,1.6,353,0.9,0.3,1389826800
13,1.8,0.64,0.28,16,21,36,11,27,15,0,57,3.1,2,52,82,1.6,1.2,1389830400
15,1.7,0.28,0.18,3.5,7.3,11,30,32,33,0,52,1.8,1.9,328,304,2.9,0.9,1389834000
16,1.7,0.2,0.08,1.5,2.7,4.3,40,27,25,0,45,1.7,1.8,70,59,1.4,0.8,1389837600
18,1.7,0.24,0.11,1.5,4.4,5.9,48,31,30,0,42,2.3,1.9,342,292,1.8,0.8,1389841200
20,1.8,0.27,0.1,2.6,10,13,49,31,15,0,39,4,1.9,301,305,2.6,2.1,1389844800
20,1.8,0.27,0.11,1.9,8.2,10,56,47,20,0,38,2.4,1.9,280,264,2.2,2.3,1389848400
20,1.8,0.27,0.15,1.6,9.2,11,60,55,30,0,41,2.5,1.9,293,308,2.7,2.4,1389852000
20,1.8,0.26,0.15,1.7,11,13,58,58,41,0,44,2.7,1.9,302,304,2.2,2.5,1389855600
19,1.8,0.3,0.18,1.4,13,15,54,50,38,0,46,3,1.9,300,297,2.4,2.6,1389859200
18,1.8,0.48,0.27,1.3,21,22,34,52,34,0,49,3.1,2,316,40,0.9,1.5,1389862800
16,1.8,0.49,0.25,1.2,21,22,26,57,27,0,60,2.2,2,111,118,1.7,1.4,1389866400
15,1.8,0.42,0.18,1.2,14,15,25,58,26,0,65,1.6,2,121,116,1.7,1.4,1389870000
14,1.8,0.36,0.13,0.9,10,11,25,55,27,0,69,1.4,1.9,116,116,1.9,2,1389873600
14,1.8,0.32,0.1,0.9,8.8,9.7,23,47,22,0,71,1.4,1.9,119,121,2.1,2.1,1389877200
13,1.8,0.28,0.08,1.1,6.8,7.8,24,35,28,0,73,1.1,1.8,113,105,2.5,2.3,1389880800
13,1.7,0.23,0.07,0.6,4.9,5.5,26,26,29,0,74,1,1.8,107,106,2,2.1,1389884400
13,1.7,0.22,0.07,0.7,4.1,4.8,28,26,27,0,74,0.9,1.8,102,94,1.9,2.2,1389888000
13,1.8,0.23,0.08,0.8,4.5,5.3,31,28,25,0,74,1.8,1.8,102,113,0.9,1.7,1389891600
13,1.8,0.26,0.11,0.8,4.9,5.7,33,32,22,0,73,1.7,1.9,111,113,1.2,1.2,1389895200
12,1.8,0.26,0.11,1.2,4.8,6,32,24,23,0,75,1.5,1.9,106,109,2.4,1.7,1389898800
12,1.7,0.25,0.09,0.9,4.5,5.3,35,20,22,0,74,1.6,1.8,104,106,1.6,1.6,1389902400
12,1.7,0.26,0.12,0.9,5.1,6,31,25,22,0,73,1.5,1.9,96,103,1.7,1.5,1389906000
12,1.7,0.3,0.1,1.1,6.6,7.7,27,22,23,0,71,1.3,1.8,101,92,2.1,2,1389909600
13,1.7,0.5,0.17,3.2,12,15,20,31,11,0,65,1.4,1.9,106,96,1.4,1.3,1389913200
15,1.8,2.61,0.55,22,30,52,11,22,2,0,61,5.6,2.4,82,49,0.8,0.3,1389916800
17,1.8,1.22,0.52,14,32,46,26,50,18,0,51,5.4,2.3,329,335,0.9,0.4,1389920400
19,1.7,0.44,0.25,10,24,34,30,55,31,0,41,8.8,2,312,321,2,1.2,1389924000
20,1.7,0.26,0.13,2.3,9.3,12,49,53,36,0,39,3.2,1.9,316,314,3.4,2.1,1389927600
21,1.8,0.3,0.13,3.3,15,18,43,40,22,0,41,4.7,1.9,313,320,4.4,3.7,1389931200
21,1.8,0.29,0.2,4.3,17,21,48,58,22,0,47,6.3,1.9,309,307,3.8,3.5,1389934800
20,1.7,0.23,0.12,2,9.3,11,60,70,16,0,43,3.2,1.9,316,307,3,1.3,1389938400
20,1.7,0.24,0.11,1.4,9.5,11,58,72,20,0,43,3,1.9,314,313,3.8,2.5,1389942000
19,1.7,0.27,0.14,2.1,16,18,43,46,16,0,54,4.2,1.9,302,319,2.8,1.9,1389945600
17,1.8,0.34,0.18,1.3,18,19,34,42,34,0,58,3.2,1.9,62,42,1,0.8,1389949200
16,1.8,0.56,0.39,2.1,33,35,14,44,32,0,63,3,2.2,47,43,1.3,1,1389952800
15,1.8,0.45,0.49,2.1,26,28,17,56,27,0,65,2.8,2.3,337,311,2.4,0.9,1389956400
15,1.8,0.4,0.3,1.3,20,21,19,60,17,0,69,2.2,2.1,78,99,2,0.6,1389960000
14,1.8,0.36,0.24,1.3,17,18,21,49,22,0,70,1.9,2,6.4,58,1.5,0.3,1389963600
14,1.8,0.31,0.14,1.2,12,14,25,43,24,0,68,1.8,1.9,69,92,1.5,0.6,1389967200
13,1.8,0.32,0.23,1.2,13,14,19,30,17,0,73,1.6,2,325,315,1.3,0.6,1389970800
13,1.8,0.26,0.18,0.9,8.7,9.6,22,30,17,0,75,1.3,1.9,66,350,1.8,0.4,1389974400
12,1.8,0.23,0.13,1,7.2,8.1,21,28,26,0,77,1.1,1.9,46,53,1.2,0.8,1389978000
12,1.7,0.18,0.12,1,4.6,5.6,29,25,25,0,73,1,1.9,39,30,1.5,0.3,1389981600
12,1.7,0.16,0.07,1.7,2.4,4,35,25,24,0,68,0.9,1.8,60,67,1.7,0.8,1389985200
13,1.7,0.16,0.03,1.4,2,3.4,40,15,10,0,60,1.2,1.8,64,62,3.2,1.5,1389988800
13,1.7,0.15,0.03,1.1,2.1,3.2,40,20,7,0,54,1.2,1.8,64,80,1.8,2.3,1389992400
12,1.7,0.19,0.06,1.2,4,5.2,34,11,11,0,60,1.2,1.8,61,55,3.8,1.5,1389996000
12,1.7,0.26,0.06,1.8,8.5,10,31,20,16,0,59,1.2,1.8,64,56,3.2,1.5,1389999600
13,1.7,0.21,0.05,1.7,3.6,5.2,38,20,19,0,55,1.4,1.8,58,73,2.2,2,1390003200
15,1.7,0.21,0.07,1.9,3.8,5.8,43,30,9,0,48,1.9,1.8,79,85,2.8,0.6,1390006800
16,1.7,0.24,0.06,2,4.2,6.2,50,30,8,0,45,2.4,1.8,99,104,3.3,1.1,1390010400
17,1.8,0.29,0.08,1.9,5.2,7,56,42,6,0,44,3,1.8,86,87,3.8,0.9,1390014000
18,1.8,0.42,0.09,1.7,7.3,9,63,68,32,0,43,5.1,1.9,86,93,3.6,1.8,1390017600
17,1.8,0.56,0.12,2,9.8,12,68,102,50,0,42,7.2,1.9,85,90,3.6,2.1,1390021200
17,1.8,0.6,0.12,1.8,10,12,73,136,81,0,43,7.9,1.9,95,103,3.6,2,1390024800
15,1.8,0.59,0.12,1.4,11,13,78,165,90,0,45,8.4,2,105,108,4.2,2.3,1390028400
14,1.8,0.59,0.13,1.7,12,14,76,180,109,0,47,8.2,2,105,109,3.6,2.2,1390032000
13,1.8,0.64,0.15,1.5,14,15,70,166,109,0,50,7.7,2,106,93,2.4,1.3,1390035600
11,1.9,0.59,0.17,1.6,12,14,67,148,105,0,52,7.3,2,100,101,2.7,0.8,1390039200
10,1.8,0.57,0.13,1.5,11,13,64,138,102,0,51,6.9,2,81,76,2.1,0.9,1390042800
9.9,1.8,0.57,0.12,1.7,12,13,60,144,106,0,54,6.1,2,65,53,3.9,1.5,1390046400
9.9,1.8,0.49,0.08,1.2,6.7,7.9,64,139,107,0,51,5.5,1.9,51,50,5,4.6,1390050000
9.6,1.8,0.45,0.07,1.1,5.9,7.1,61,130,92,0,50,4.9,1.9,55,58,3.2,3.3,1390053600
9.3,1.8,0.44,0.07,1.4,5.6,7,56,111,80,0,52,4.1,1.9,62,73,3.1,2.3,1390057200
9.6,1.8,0.39,0.06,1.4,4.7,6.1,54,89,64,0,49,3.6,1.9,68,59,2.3,2.5,1390060800
9.8,1.8,0.37,0.06,1.4,4.2,5.5,50,76,52,0,50,3.5,1.9,66,71,2.6,1.9,1390064400
10,1.8,0.35,0.05,1.4,3.4,4.8,48,60,36,0,49,3.1,1.8,74,83,3.4,2.8,1390068000
10,1.8,0.34,0.04,0.9,2.7,3.6,47,48,41,0,47,3,1.8,74,77,2.8,2.9,1390071600
9.7,1.8,0.33,0.07,1,3.4,4.4,40,41,46,0,51,2.7,1.9,62,63,1.7,1.3,1390075200
10,1.8,0.29,0.06,0.8,3.2,4,42,43,48,0,47,2.6,1.8,59,54,2.2,1.8,1390078800
10,1.7,0.25,0.05,0.9,3.4,4.3,37,38,38,0,45,2.1,1.8,62,70,1.6,2,1390082400
10,1.7,0.4,0.13,1.8,11,13,22,22,21,0,47,1.8,1.9,68,344,0.6,0.7,1390086000
12,1.8,0.8,0.33,13,25,38,11,18,11,0,47,4.4,2.1,286,270,0.7,0.5,1390089600
14,1.8,0.87,0.31,12,28,40,20,29,11,0,40,5.1,2.1,253,232,1.7,0.8,1390093200
17,1.8,0.6,0.18,4.5,18,23,48,75,40,0,42,5.6,2,207,198,3.3,2.7,1390096800
18,1.8,0.54,0.14,1.6,13,14,65,100,64,0,42,5.3,1.9,212,208,3.2,3.3,1390100400
18,1.8,0.52,0.13,1.8,12,14,74,119,75,0,41,4.7,1.9,207,192,2.2,2.2,1390104000
19,1.8,0.48,0.11,1.3,11,13,79,110,62,0,38,4.2,1.9,215,199,2.7,2.2,1390107600
19,1.8,0.49,0.11,0.9,14,15,73,112,50,0,40,5.7,1.9,272,297,2.1,1.8,1390111200
18,1.8,0.54,0.14,1.2,19,20,68,121,57,0,44,8.1,1.9,310,308,2.5,2,1390114800
17,1.8,0.52,0.15,0.8,15,16,68,127,66,0,46,6.1,1.9,302,295,1.4,1.8,1390118400
17,1.8,0.58,0.16,0.7,18,18,63,135,72,0,47,6.3,2,300,261,0.7,0.9,1390122000
15,1.8,0.56,0.11,0.9,15,16,45,134,77,0,73,4.6,1.9,335,76,1.1,1.1,1390125600
15,1.8,0.53,0.09,0.8,12,13,46,129,72,0,72,3.4,1.9,99,99,0.9,1,1390129200
15,1.8,0.53,0.11,0.7,14,15,46,120,75,0,62,4.1,1.9,138,160,1.3,1.3,1390132800
15,1.8,0.65,0.18,1.2,24,25,30,123,72,0,63,5.8,2,198,183,0.9,1.4,1390136400
14,1.8,0.51,0.13,1,13,14,38,120,69,0,66,3.6,2,114,113,2.2,1.2,1390140000
13,1.8,0.44,0.1,1,9.4,10,43,118,62,0,68,2.9,1.9,123,129,1.2,1.8,1390143600
12,1.8,0.4,0.08,0.8,7.3,8.1,41,102,61,0,70,2.4,1.9,102,104,1.9,1.8,1390147200
12,1.8,0.34,0.08,0.7,5.8,6.5,41,88,59,0,71,2.3,1.9,111,117,2.1,1.9,1390150800
11,1.8,0.36,0.1,0.8,5.7,6.5,34,68,60,0,73,2.3,1.9,114,129,1.4,1.7,1390154400
12,1.9,0.45,0.12,0.9,11,12,28,65,48,0,73,3.1,2,116,93,1.3,1,1390158000
12,1.9,0.49,0.13,1,11,12,25,70,53,0,78,3,2,110,118,2.1,1.4,1390161600
11,1.8,0.48,0.11,1,9.3,10,23,84,60,0,80,2.4,1.9,119,118,2.4,2.1,1390165200
10,1.8,0.5,0.11,0.9,9.3,10,24,90,66,0,81,2.2,1.9,114,112,2.1,2.3,1390168800
10,1.8,0.64,0.16,2.8,12,14,20,90,53,0,80,2.1,2,110,114,2.3,2.1,1390172400
12,1.8,0.71,0.17,4.2,15,20,25,94,55,0,77,3.3,2,80,49,1.5,1.1,1390176000
15,1.8,0.48,0.11,3.7,16,19,38,90,57,0,65,7.5,1.9,354,314,1.9,0.6,1390179600
16,1.8,0.44,0.1,3.8,17,20,44,93,57,0,54,7.9,1.9,316,304,1.3,0.8,1390183200
17,1.8,0.45,0.14,2.9,14,17,54,87,51,0,47,6.2,1.9,278,292,2.6,1.3,1390186800
18,1.8,0.45,0.14,2.4,13,16,62,90,46,0,46,4.2,1.9,276,275,2.2,1.4,1390190400
18,1.8,0.4,0.1,1.9,12,14,58,0,-1,0,55,3.8,1.9,298,312,3.7,2.4,1390194000
18,1.8,0.38,0.11,2.5,15,17,49,89,51,0,61,4.9,1.9,305,305,3.4,2.9,1390197600
18,1.8,0.37,0.14,2.1,10,12,53,82,47,0,63,3.5,1.9,319,78,2.5,0.9,1390201200
17,1.8,0.37,0.15,1.2,11,12,50,75,44,0,66,2.8,1.9,75,287,2.3,0.8,1390204800
15,1.8,0.39,0.14,1,13,14,43,62,46,0,72,2.7,1.9,73,68,1.8,1.2,1390208400
15,1.8,0.38,0.13,0.9,13,14,39,66,46,0,73,2.5,1.9,61,57,4,1.6,1390212000
14,1.8,0.35,0.17,0.7,9.7,10,38,65,39,0,73,2.2,1.9,50,347,1.9,1.2,1390215600
14,1.8,0.33,0.15,1,9.4,10,36,66,18,0,74,2.2,1.9,58,59,3.9,1.8,1390219200
14,1.8,0.34,0.11,0.7,8.7,9.4,33,53,19,0,73,2.4,1.9,43,48,1.1,1.2,1390222800
13,1.8,0.41,0.12,0.6,8.7,9.3,35,39,23,0,75,2.8,1.9,56,63,1.9,1.2,1390226400
13,1.8,0.43,0.13,0.4,6.7,7.2,37,29,34,0,75,2.7,1.9,61,53,1.9,1.3,1390230000
